recipe_name,recipe_group,status,menu_price,food_cost,food_cost_pct
Truffle Spread,Food,DRAFT,N/A,$2.93,
Sriracha Ketchup,Food,DRAFT,N/A,$5.10,
Chicken Marinade,Food,COMPLETE,N/A,$8.53,
Pineapple Marinade,Food,DRAFT,N/A,$6.26,
Blind Corner Booter,--,DRAFT,--,$0.00,
Northman Orchard Project,Draft Beer,COMPLETE,--,$2.80,
Chloe Prosecco,Wine,COMPLETE,--,$2.12,
Solemn Oath Between Two Pillows,Draft Beer,COMPLETE,$7.50,$1.91,25.48%
Hennessy,LIQUOR,COMPLETE,$12.00,$2.25,18.73%
Knob Creek,LIQUOR,COMPLETE,$11.00,$1.68,15.32%
Knob Creek Rye,LIQUOR,COMPLETE,$12.00,$0.10,0.85%
Skyy Pineapple,LIQUOR,COMPLETE,$8.25,$0.88,10.62%
Revolution Cold Time,CannedBottle Beer,DRAFT,--,$0.00,
Maker's Mark,LIQUOR,COMPLETE,$10.00,$0.15,1.48%
Seagrams 7,LIQUOR,COMPLETE,$8.50,$1.01,11.93%
Southern Comfort,LIQUOR,COMPLETE,$8.50,$0.99,11.63%
Jameson Orange,LIQUOR,COMPLETE,$9.50,$1.61,16.94%
Bulleit Rye,LIQUOR,COMPLETE,$11.00,$1.85,16.85%
Tullamore Dew,LIQUOR,COMPLETE,$9.00,$0.93,10.35%
Jameson,LIQUOR,COMPLETE,$9.50,$1.46,15.41%
Seagrams VO,LIQUOR,COMPLETE,$8.50,$0.00,
Elijah Craig,LIQUOR,COMPLETE,$10.50,$1.60,15.23%
Bulleit,LIQUOR,COMPLETE,$11.00,$1.85,16.85%
Well Whiskey,LIQUOR,COMPLETE,$8.00,$0.36,4.49%
Jack Daniel's,LIQUOR,COMPLETE,$9.00,$1.68,18.63%
Patron Reposado,LIQUOR,COMPLETE,$13.00,$0.01,0.09%
Espolon Blanco,LIQUOR,COMPLETE,$9.00,$7.47,82.98%
Don Julio Reposado,LIQUOR,COMPLETE,$14.00,$2.95,21.1%
Well Tequila,LIQUOR,COMPLETE,$8.00,$1.01,12.61%
Espolon Reposado,LIQUOR,COMPLETE,$10.00,$1.91,19.1%
Tanqueray,--,COMPLETE,$9.50,$14.88,156.65%
Glenfiddich 18 Year,LIQUOR,COMPLETE,$19.00,$0.00,
Dewars,LIQUOR,COMPLETE,$9.50,$1.40,14.69%
Hendrick's,LIQUOR,COMPLETE,$11.00,$1.60,14.52%
Glenfiddich 12 Year,LIQUOR,COMPLETE,$12.00,$0.00,
Johnnie Walker Red,LIQUOR,COMPLETE,$10.00,$1.64,16.36%
Glenlivet 15 Year,LIQUOR,COMPLETE,$14.00,$0.00,
J&B,LIQUOR,COMPLETE,$9.00,$0.00,
Johnnie Walker Black,LIQUOR,COMPLETE,$11.00,$2.12,19.25%
Glenlivet 12 Year,LIQUOR,COMPLETE,$11.00,$2.71,24.62%
Bacardi,LIQUOR,COMPLETE,$9.00,$0.86,9.53%
Malibu Strawberry,LIQUOR,COMPLETE,$8.50,$0.00,
RumChata,--,COMPLETE,$7.75,$0.00,
Malibu,LIQUOR,COMPLETE,$8.50,$1.01,11.89%
Captain Morgan,LIQUOR,COMPLETE,$9.00,$1.25,13.93%
Deep Eddy Grapefruit,LIQUOR,COMPLETE,$8.75,$1.04,11.89%
Deep Eddy Peach,LIQUOR,COMPLETE,$8.75,$1.04,11.89%
Three Olives Grape,LIQUOR,COMPLETE,$9.00,$0.67,7.41%
Three Olives Raspberry,LIQUOR,COMPLETE,$9.00,$1.31,14.52%
Tito's,LIQUOR,COMPLETE,$9.00,$0.91,10.1%
Ketel One,--,COMPLETE,$10.00,$1.56,15.57%
Three Olives Cherry,LIQUOR,COMPLETE,$9.00,$0.67,7.41%
Three Olives Vanilla,LIQUOR,COMPLETE,$9.00,$0.67,7.41%
Ketel One Oranje,LIQUOR,COMPLETE,$10.00,$0.13,1.28%
Three Olives Blueberry,LIQUOR,COMPLETE,$9.00,$0.67,7.41%
Three Olives Citrus,LIQUOR,COMPLETE,$9.00,$0.50,5.54%
Grey Goose,--,COMPLETE,$11.50,$9.00,78.26%
Revolution X Hero,--,COMPLETE,--,$1.02,
93 Octane Hugger Twist,Draft Beer,COMPLETE,--,$1.32,
Spinach and Quinoa Salad,Food,COMPLETE,$13.00,$5.19,39.92%
Border Salad,Food,COMPLETE,$13.00,$3.68,28.3%
Pear Salad,Food,COMPLETE,$13.00,$4.42,34.01%
Beer Cheese Pretzel Sticks,Food,COMPLETE,$13.00,$3.42,26.32%
Bacon Wrapped Dates,Food,COMPLETE,$13.00,$0.11,0.84%
Bacon Wrapped Dates Prep,Food,COMPLETE,N/A,$1.31,
Spinach Artichoke Dip Prep,Food,COMPLETE,N/A,$18.99,
Stone Buenaveza Salt And Lime Lager,Draft Beer,COMPLETE,--,$1.74,
Allagash White,--,COMPLETE,$0.00,$1.67,
Stella Artois,--,COMPLETE,$7.50,$1.75,23.36%
Hazy Neon Bear Hug,Draft Beer,COMPLETE,--,$0.45,
Twisted Hippo The Treasure Of Crocodile Bog,--,COMPLETE,--,$1.89,
Fire Stone Walker Cali Squeeze,Draft Beer,COMPLETE,--,$2.16,
93 Octane Clown Car Snickerdoodle,--,COMPLETE,--,$2.31,
Art History Lincoln Highway,Draft Beer,COMPLETE,--,$1.69,
Noon Whistle Gummylicious,Draft Beer,COMPLETE,$7.50,$1.65,22.04%
Apple Pucker,LIQUOR,COMPLETE,$7.50,$0.00,
Apple Pucker Double,LIQUOR,COMPLETE,$9.75,$0.00,
Apple Pucker Martini,LIQUOR,COMPLETE,$11.25,$0.00,
Gummy Bear,SHOTS,COMPLETE,$7.50,$0.45,5.98%
Apple Martini,COCKTAILS,COMPLETE,$12.00,$0.36,3.05%
Apple Pie,SHOTS,COMPLETE,$8.00,$0.31,3.94%
Redbull Yellow,NA Bev,COMPLETE,$4.00,$0.00,
The KO,COCKTAILS,COMPLETE,$13.00,$1.82,13.99%
Old Fashioned,COCKTAILS,COMPLETE,$13.00,$3.61,27.74%
Johnnie Walker Black Double,LIQUOR,COMPLETE,$13.00,$3.53,27.15%
Johnnie Walker Black Martini,LIQUOR,COMPLETE,$15.00,$4.24,28.24%
Simple Syrup,Mixer,COMPLETE,N/A,$1.11,
Red Wine Vinaigrette,Food,COMPLETE,N/A,$11.71,
Guacamole,Food,COMPLETE,N/A,$8.41,
Lemon-Artichoke Aioli,Food,DRAFT,N/A,$3.91,
Shrimp Ceviche,Food,COMPLETE,$16.00,$8.18,51.16%
Shrimp Ceviche Prep,Food,COMPLETE,N/A,$30.46,
Roasted Jalapeno Vinaigrette,Food,COMPLETE,N/A,$16.00,
Roasted Corn Jalapeno Bacon Cheese Dip,Food,DRAFT,$14.00,$3.50,25.03%
Roasted Corn Jalapeno Bacon Cheese Dip PREP,Food,COMPLETE,N/A,$26.57,
Bourbon Bacon Jam,Food,COMPLETE,N/A,$17.97,
Italian Wedding Soup,Food,COMPLETE,N/A,$46.87,
Jalapeno Poppers,Food,COMPLETE,$12.00,$2.78,23.14%
Jalapeno Poppers Prep,Food,COMPLETE,N/A,$25.09,
Meatballs: Italian Wedding,Food,COMPLETE,N/A,$27.69,
Arnold Peachy Palmer,COCKTAILS,COMPLETE,$9.00,$1.67,18.52%
Saurkraut,Food,COMPLETE,N/A,$10.18,
Provolone White Cheese Sauce,Food,COMPLETE,N/A,$13.18,
Victory Golden Monkey,BOTTLED BEER,COMPLETE,$8.00,$1.66,20.73%
Strawberry Bourbon Smash,COCKTAILS,COMPLETE,$13.00,$3.67,28.21%
Espresso,Mixer,DRAFT,N/A,$0.00,
Lemon Juice,Mixer,COMPLETE,N/A,$3.69,
Honey Syrup,Mixer,COMPLETE,N/A,$5.10,
Club Soda,--,NOT STARTED,N/A,$0.00,
The Crossings Sauv Blanc,Wine,COMPLETE,--,$1.89,
Raspberry Tangerine Vinaigrette,--,DRAFT,N/A,$0.00,
Cream Cheese Stuffing,Food,COMPLETE,N/A,$5.68,
Bells Christmas Ale,Draft Beer,DRAFT,--,$0.00,
Cosmopolitan Martini,COCKTAILS,COMPLETE,$12.00,$1.11,9.22%
Fake prep,--,COMPLETE,N/A,$1.91,
Irish Car Bomb,SHOTS,COMPLETE,--,$1.99,
Three Floyds Pineapple Mango,BOTTLED BEER,COMPLETE,$8.50,$2.10,24.69%
Lagunitas Little Sumpin,BOTTLED BEER,COMPLETE,$7.25,$1.60,22.04%
Johnnie Walker Red,LIQUOR,COMPLETE,--,$1.64,
High Noon Lime,BOTTLED BEER,COMPLETE,$8.00,$1.83,22.92%
Surfside Tea,COCKTAILS,COMPLETE,$7.50,$1.75,23.33%
White Russian,COCKTAILS,COMPLETE,$10.00,$0.49,4.93%
Very Berry Long Island,COCKTAILS,COMPLETE,$14.00,$2.41,17.24%
Surfside Tea,BOTTLED BEER,COMPLETE,$7.50,$1.75,23.33%
Surfside 2.0,BOTTLED BEER,COMPLETE,$12.00,$2.66,22.16%
Summer Dream,COCKTAILS,COMPLETE,$12.00,$0.49,4.09%
Spiked Strawberry Lemonade,COCKTAILS,COMPLETE,$10.00,$1.03,10.32%
Sandia Margarita,COCKTAILS,COMPLETE,$12.00,$2.44,20.29%
Rummy Blues,COCKTAILS,COMPLETE,$12.00,$1.82,15.15%
Raspberry Mule,COCKTAILS,COMPLETE,$12.00,$2.84,23.71%
Pineapple Upside Down Martini,COCKTAILS,COMPLETE,$12.00,$0.18,1.5%
Mimosa,COCKTAILS,COMPLETE,$10.00,$1.17,11.68%
Mai Tai,COCKTAILS,COMPLETE,$11.00,$2.90,26.37%
Long Island Top Shelf,COCKTAILS,COMPLETE,$14.00,$2.68,19.15%
Long Island,COCKTAILS,COMPLETE,$12.00,$0.94,7.83%
Jackson Mule,COCKTAILS,COMPLETE,$12.00,$3.07,25.58%
Irish Mule,COCKTAILS,COMPLETE,$13.00,$2.86,21.98%
French Martini,COCKTAILS,COMPLETE,$14.00,$1.70,12.12%
Blue M-Fer,COCKTAILS,COMPLETE,$12.00,$1.00,8.33%
April Showers,COCKTAILS,COMPLETE,$13.00,$2.40,18.49%
Jack Honey,LIQUOR,COMPLETE,$8.50,$1.68,19.72%
High Noon Black Cherry,BOTTLED BEER,COMPLETE,$8.00,$1.83,22.92%
High Noon Peach,BOTTLED BEER,COMPLETE,$8.00,$1.83,22.92%
High Noon Pineapple,BOTTLED BEER,COMPLETE,$8.00,$1.83,22.92%
Herradura Martini,LIQUOR,COMPLETE,$16.50,$0.00,
Herradura,LIQUOR,COMPLETE,--,$0.00,
Casamigos Blanco Martini,LIQUOR,COMPLETE,$18.00,$4.48,24.87%
Casamigos Blanco,LIQUOR,COMPLETE,$12.00,$2.24,18.65%
Tuesday Surfside,LIQUOR,COMPLETE,$6.00,$1.75,29.17%
PBR,BOTTLED BEER,COMPLETE,$5.00,$1.01,20.17%
Stella Cidre,BOTTLED BEER,COMPLETE,$6.25,$1.42,22.73%
Krombacher N/A,BOTTLED BEER,COMPLETE,$7.00,$1.63,23.23%
Go Brewing Suspended I A Sunbeam,BOTTLED BEER,COMPLETE,$7.50,$1.69,22.5%
Corona,BOTTLED BEER,COMPLETE,$6.00,$1.46,24.3%
Banana Bread,BOTTLED BEER,COMPLETE,$7.00,$0.00,
Jack Fire,SHOTS,COMPLETE,$8.50,$1.58,18.57%
Redbull Sugar Free,NA Bev,COMPLETE,$4.00,$1.61,40.36%
Toppling Goliath Pseudo Sue,BOTTLED BEER,COMPLETE,$9.00,$2.38,26.39%
Weds Chloe Prosecco,Wine,COMPLETE,--,$2.12,
WEDS THE CROSSINGS SAUV BLANC,Wine,COMPLETE,--,$1.89,
Irish Car Bomb,SHOTS,COMPLETE,$10.00,$2.59,25.93%
Josh Pinot Noir,Wine,COMPLETE,--,$89.78,
Pink Starburst,SHOTS,COMPLETE,$8.00,$0.57,7.14%
Lemon Drop Shot,SHOTS,COMPLETE,$7.50,$0.47,6.24%
The JK,LIQUOR,COMPLETE,--,$22.92,
Crown Apple Bomb,SHOTS,COMPLETE,$9.00,$1.01,11.2%
Vegas Bomb,SHOTS,COMPLETE,$9.00,$0.72,8%
3 Wisemen,SHOTS,COMPLETE,$9.00,$1.60,17.82%
Redbull,LIQUOR,COMPLETE,$4.00,$1.61,40.36%
Moscow Mule,COCKTAILS,COMPLETE,$8.75,$1.10,12.52%
Dark 'N Stormy,COCKTAILS,COMPLETE,$11.25,$0.74,6.6%
Scooby Snack Shot,SHOTS,COMPLETE,$7.50,$0.80,10.62%
Silk and Spice Red Blend,Wine,COMPLETE,--,$49.50,
Three Olives Grape Double,LIQUOR,COMPLETE,--,$1.11,
Fireball Shot,SHOTS,COMPLETE,--,$0.94,
Drop Needle Berry Rose Sparkler,BOTTLED BEER,DRAFT,--,$29.00,
Yuengling Traditional Lager,Draft Beer,COMPLETE,--,$1.04,
Cinnamon Toast Crunch,SHOTS,COMPLETE,$7.50,$0.47,6.3%
Fireball,LIQUOR,COMPLETE,--,$0.94,
Fireball - Special,LIQUOR,COMPLETE,$5.00,$0.94,18.89%
Fireball Double,LIQUOR,COMPLETE,$9.75,$1.57,16.14%
Fireball Martini,LIQUOR,COMPLETE,$11.25,$1.89,16.79%
WEDS S&S BLEND $5,Wine,COMPLETE,--,$49.50,
WEDS RUFFINO PINOT GRIGIO,Wine,COMPLETE,--,$36.00,
Weds Chardonnay,Wine,COMPLETE,--,$45.00,
WEDS JOSH PINOT NOIR,Wine,COMPLETE,--,$90.00,
Weds Chateau Riesling,Wine,COMPLETE,--,$0.00,
Whiskey Sour,COCKTAILS,COMPLETE,$7.75,$0.96,12.34%
Tom Collins,COCKTAILS,COMPLETE,$7.75,$20.98,270.71%
Tequila Sunrise,COCKTAILS,COMPLETE,$7.75,$1.44,18.56%
Lemon Drop Martini,COCKTAILS,COMPLETE,$12.00,$1.10,9.18%
Gimlet - Gin,COCKTAILS,COMPLETE,$7.75,$0.76,9.75%
Amaretto Stone Sour,COCKTAILS,COMPLETE,$10.00,$0.57,5.7%
White Tea,SHOTS,COMPLETE,$8.00,$0.80,10%
Jolly Rancher Shot,SHOTS,COMPLETE,$7.50,$1.03,13.75%
Green Tea,SHOTS,COMPLETE,$8.00,$1.17,14.62%
Gimlet - Vodka,COCKTAILS,COMPLETE,$7.75,$0.56,7.24%
Kamakazi,SHOTS,COMPLETE,$7.50,$0.32,4.32%
Fresh Lime Juice,NA Bev,COMPLETE,N/A,$12.37,
Old Irving Cinnamon Prost,Draft Beer,COMPLETE,--,$1.34,
Screwdriver,COCKTAILS,COMPLETE,$7.75,$0.76,9.74%
Ron Zacapa Martini,LIQUOR,COMPLETE,$16.50,$0.00,
Ron Zacapa,LIQUOR,COMPLETE,$11.00,$0.00,
Peach Schnapps Martini,LIQUOR,COMPLETE,$11.25,$0.44,3.95%
Peach Schnapps Double,LIQUOR,COMPLETE,$9.75,$0.37,3.8%
Miller Draft - Special,Draft Beer,COMPLETE,$3.00,$1.00,33.33%
John Daly,COCKTAILS,COMPLETE,$7.75,$1.51,19.54%
Goldschlager,LIQUOR,COMPLETE,$8.50,$0.00,
Greyhound,COCKTAILS,COMPLETE,$7.75,$1.89,24.38%
Fuzzy Navel,COCKTAILS,COMPLETE,$7.50,$0.87,11.56%
Elf Whiskey,LIQUOR,COMPLETE,$6.00,$0.00,
Elf Whiskey,LIQUOR,COMPLETE,$6.00,$0.00,
Disaronno Martini,LIQUOR,COMPLETE,$14.25,$0.00,
Disaronno,--,COMPLETE,$9.50,$0.00,
Diet Coke,--,COMPLETE,$3.50,$3.70,105.8%
Cranberry Juice,NA Bev,COMPLETE,$3.50,$1.72,49.24%
Coke Zero,NA Bev,COMPLETE,$3.50,$3.70,105.8%
Coke,NA Bev,COMPLETE,$3.50,$3.70,105.8%
BTL Josh Cellars Rose,Wine,COMPLETE,--,$0.00,
Great Lakes Christmas Ale,Draft Beer,DRAFT,--,$0.00,
Fresh Lemon Juice,Mixer,COMPLETE,N/A,$9.24,
Sour Mix,NA Bev,COMPLETE,N/A,$8.07,
White Gummy Bear Shot,SHOTS,COMPLETE,$7.50,$0.19,2.58%
Black Russian,COCKTAILS,COMPLETE,$13.00,$0.35,2.68%
Belvedere,LIQUOR,COMPLETE,$11.00,$2.12,19.27%
Arnold Palmer,NA Bev,COMPLETE,$3.50,$4.17,119.28%
Baybreeze,COCKTAILS,COMPLETE,$7.75,$0.61,7.86%
Watermelon Pucker Martini,LIQUOR,COMPLETE,$11.25,$0.00,
Watermelon Pucker Double,LIQUOR,COMPLETE,$9.75,$0.00,
Watermelon Pucker,LIQUOR,COMPLETE,$7.50,$0.00,
Triple Sec Martini,LIQUOR,COMPLETE,$11.25,$0.70,6.21%
Triple Sec Double,LIQUOR,COMPLETE,$9.75,$0.58,5.97%
Sour Apple Martini,LIQUOR,COMPLETE,$11.25,$0.00,
Sour Apple Double,LIQUOR,COMPLETE,$9.75,$0.00,
Sour Apple,LIQUOR,COMPLETE,$7.50,$0.00,
Razzmatazz Martini,--,COMPLETE,$11.25,$0.00,
Peach Schnapps,LIQUOR,COMPLETE,$7.50,$0.00,
Midori Martini,LIQUOR,COMPLETE,$11.25,$2.49,22.18%
Midori Double,LIQUOR,COMPLETE,$9.75,$2.08,21.32%
Midori,LIQUOR,COMPLETE,$7.50,$1.25,16.63%
Malort Martini,LIQUOR,COMPLETE,$10.50,$0.00,
Kahula Martini,LIQUOR,COMPLETE,$11.25,$0.00,
Kahula Double,LIQUOR,COMPLETE,$9.75,$0.00,
Kahula,LIQUOR,COMPLETE,$7.50,$0.00,
Jagermeister Neat,LIQUOR,COMPLETE,$9.50,$1.84,19.38%
Red Headed Slut,SHOTS,COMPLETE,$7.50,$0.80,10.68%
Jager Bomb,SHOTS,COMPLETE,$9.00,$1.76,19.61%
Jagermeister,LIQUOR,COMPLETE,$7.50,$1.38,18.41%
Jagermeister,LIQUOR,COMPLETE,$7.50,$0.00,
Grand Marnier Martini,LIQUOR,COMPLETE,$12.75,$0.27,2.12%
Grand Marnier,LIQUOR,COMPLETE,$8.50,$0.14,1.59%
Frangelico Martini,LIQUOR,COMPLETE,$11.25,$3.60,32.03%
Frangelico Double,LIQUOR,COMPLETE,$9.75,$3.00,30.79%
Frangelico,LIQUOR,COMPLETE,$7.50,$1.80,24.02%
Chocolate Cake Shot,SHOTS,COMPLETE,$7.50,$0.86,11.42%
Creme de Menthe Martini,LIQUOR,COMPLETE,$11.25,$0.00,
Creme de Menthe Double,LIQUOR,COMPLETE,$9.75,$0.00,
Creme de Menthe,LIQUOR,COMPLETE,$7.50,$0.00,
Creme de Cacao Martini,LIQUOR,COMPLETE,$11.25,$0.00,
Creme de Cacao Double,LIQUOR,COMPLETE,$9.75,$0.00,
Creme de Cacao,LIQUOR,COMPLETE,$7.50,$0.00,
Creme de Banana Martini,LIQUOR,COMPLETE,$11.25,$0.00,
Creme de Banana Double,LIQUOR,COMPLETE,$9.75,$0.00,
Creme de Banana,LIQUOR,COMPLETE,$7.50,$0.00,
Cointreau Martini,LIQUOR,COMPLETE,$12.75,$4.44,34.79%
Cointreau,LIQUOR,COMPLETE,$8.50,$2.22,26.09%
Chambord Martini,LIQUOR,COMPLETE,$12.75,$3.25,25.51%
Chambord,LIQUOR,COMPLETE,$8.50,$1.63,19.14%
Butterscotch Schnapps Martini,LIQUOR,COMPLETE,$11.25,$1.20,10.68%
Butterscotch Schnapps Double,LIQUOR,COMPLETE,$9.75,$1.00,10.27%
Butterscotch Schnapps,LIQUOR,COMPLETE,$7.50,$0.60,8.01%
Blue Curacao Martini,LIQUOR,COMPLETE,$11.25,$1.33,11.86%
Blue Curacao Double,LIQUOR,COMPLETE,$9.75,$1.11,11.4%
Blue Curacao,LIQUOR,COMPLETE,$7.50,$0.67,8.9%
Aperol Martini,LIQUOR,COMPLETE,$12.00,$2.48,20.7%
Aperol,LIQUOR,COMPLETE,$8.00,$1.24,15.53%
Amaretto Martini,LIQUOR,COMPLETE,$11.25,$1.40,12.45%
Amaretto Double,LIQUOR,COMPLETE,$9.75,$1.17,11.97%
Amaretto,LIQUOR,COMPLETE,$7.50,$0.70,9.34%
Bells Hopslam,Draft Beer,COMPLETE,$6.50,$0.00,
Coco Loco,COCKTAILS,COMPLETE,--,$2.71,
2 Towns Cider House Super Bad Apple,Draft Beer,COMPLETE,--,$1.30,
2 Towns Super Bad Apple,Draft Beer,DRAFT,--,$1.30,
Casamigos Repo,LIQUOR,COMPLETE,$13.00,$14.26,109.71%
Casamigos Reposado Martini,LIQUOR,COMPLETE,$19.50,$28.52,146.28%
Belvedere Martini,LIQUOR,COMPLETE,$16.50,$4.24,25.7%
Belvedere,LIQUOR,COMPLETE,--,$2.12,
Patron Silver,LIQUOR,COMPLETE,$11.00,$2.28,20.73%
Patron Silver Martini,LIQUOR,COMPLETE,$16.50,$4.56,27.64%
Well Gin,LIQUOR,COMPLETE,$7.75,$0.46,5.89%
Well Rum,LIQUOR,COMPLETE,$7.75,$0.48,6.18%
Water,NA Bev,COMPLETE,N/A,$0.00,
Well Vodka,LIQUOR,COMPLETE,$7.75,$0.26,3.38%
Solemn Oath Small Wave City Club,Draft Beer,COMPLETE,--,$1.81,
Noon Whistle Leisel Weapon,Draft Beer,COMPLETE,$7.50,$1.50,20%
Miller Lite Draft,Draft Beer,COMPLETE,$4.50,$1.00,22.22%
Maplewood Goby,Draft Beer,DRAFT,$7.00,$0.00,
Maine Lunch,Draft Beer,COMPLETE,--,$2.56,
Hidden Hand Werewolves Don't Believe In You Either,Draft Beer,DRAFT,$7.50,$0.00,
Hidden Hand Neverbright,Draft Beer,DRAFT,$6.50,$0.00,
Goose Island Breezy Beer Hug,Draft Beer,DRAFT,$7.50,$0.00,
Dogfish Head 60 Minute,Draft Beer,COMPLETE,--,$2.09,
Art History Erebus,Draft Beer,DRAFT,$7.00,$0.00,
Alter Rally Point,Draft Beer,COMPLETE,--,$2.14,
Allagash White,Draft Beer,COMPLETE,$7.00,$1.67,23.85%
Abita Amber,Draft Beer,COMPLETE,--,$1.34,
Angry Orchard Cranberry Craze,Draft Beer,COMPLETE,$6.00,$0.62,10.35%
Five Cities Bikini Bottom,Draft Beer,COMPLETE,--,$0.00,
Begyle Christmas Ale,Draft Beer,COMPLETE,$5.00,$1.38,27.67%
Triple Sec,LIQUOR,COMPLETE,$7.50,$0.35,4.65%
Rumple Minze Martini,LIQUOR,COMPLETE,$12.75,$3.06,24.04%
Rumple Minze,LIQUOR,COMPLETE,$8.50,$1.53,18.03%
Sambuca Martini,LIQUOR,COMPLETE,$12.75,$0.00,
Sambuca,LIQUOR,COMPLETE,$8.50,$0.00,
MON MILLER LITE DRAFT,LIQUOR,COMPLETE,$3.00,$0.75,25%
Malort,LIQUOR,COMPLETE,$7.00,$0.00,
Razzmatazz Double,--,COMPLETE,$9.75,$0.00,
Razzmatazz,--,COMPLETE,$7.50,$0.00,
Redbull Blueberry,NA Bev,COMPLETE,--,$1.61,
Redbull Blue,NA Bev,COMPLETE,$4.00,$1.61,40.36%
Chateau Riesling,Wine,COMPLETE,--,$0.00,
Bailey's Martini,LIQUOR,COMPLETE,$12.75,$3.49,27.35%
Bailey's,LIQUOR,COMPLETE,$8.50,$1.74,20.52%
Talisker 10 Year Martini,LIQUOR,COMPLETE,$19.50,$0.00,
Talisker 10 Year,LIQUOR,COMPLETE,$13.00,$0.00,
Monkey Shoulder Martini,LIQUOR,COMPLETE,$19.50,$4.22,21.63%
Monkey Shoulder,LIQUOR,COMPLETE,$13.00,$2.11,16.22%
J&B Martini,LIQUOR,COMPLETE,$12.75,$0.00,
Hennessy Martini,LIQUOR,COMPLETE,$15.00,$0.00,
Hennessy Double,LIQUOR,COMPLETE,$13.00,$0.00,
Glenlivet 12 Year Martini,LIQUOR,COMPLETE,$15.00,$5.42,36.11%
Glenlivet 12 Year Double,LIQUOR,COMPLETE,$13.00,$4.51,34.72%
Glenfiddich 18 Year Martini,LIQUOR,COMPLETE,--,$0.00,
Glenfiddich 15 Year Martini,LIQUOR,COMPLETE,$18.00,$0.00,
Balvenie Double Wood 12 Year Neat,LIQUOR,COMPLETE,--,$0.00,
Balvenie Double Wood 12 Year Martini,LIQUOR,COMPLETE,--,$0.00,
Balvenie Double Wood 12 Year Double,LIQUOR,COMPLETE,--,$0.00,
Balvenie Double Wood 12 Year,LIQUOR,COMPLETE,--,$0.00,
Tullamore Dew Martini,LIQUOR,COMPLETE,$12.75,$1.86,14.61%
Templeton Rye Martini,LIQUOR,COMPLETE,$16.50,$0.00,
Templeton Rye,LIQUOR,COMPLETE,$11.00,$0.00,
Skrewball Peanut Butter Martini,LIQUOR,COMPLETE,$13.50,$6.21,46%
Skrewball Peanut Butter,LIQUOR,COMPLETE,$9.00,$3.10,34.5%
Skrewball Peanut Butter,LIQUOR,COMPLETE,$9.00,$3.10,34.5%
Jim Beam,LIQUOR,COMPLETE,$8.25,$1.02,12.32%
Jack Honey Martini,LIQUOR,COMPLETE,$12.75,$3.35,26.3%
Jack Fire Martini,LIQUOR,COMPLETE,$12.75,$3.16,24.76%
Jack Fire,LIQUOR,COMPLETE,--,$1.58,
Crown Royal Apple Martini,LIQUOR,COMPLETE,$13.50,$3.30,24.42%
Crown Royal Apple,LIQUOR,COMPLETE,$9.00,$1.65,18.32%
Milagro Silver,LIQUOR,COMPLETE,$8.75,$0.00,
Milagro Reposado Martini,LIQUOR,COMPLETE,$13.50,$0.00,
Milagro Reposado,LIQUOR,COMPLETE,$9.00,$0.00,
Milagro Anejo Martini,LIQUOR,COMPLETE,$16.50,$0.00,
Milagro Anejo,LIQUOR,COMPLETE,$11.00,$0.00,
Teddy Graham Shot,SHOTS,COMPLETE,$7.50,$0.84,11.18%
Sambuca,SHOTS,COMPLETE,$8.50,$0.00,
Rumple Minze,SHOTS,COMPLETE,$8.50,$1.53,18.03%
Malort Shot,SHOTS,COMPLETE,$7.00,$0.00,
Buttery Nipple,SHOTS,COMPLETE,$7.50,$1.17,15.63%
Grape Bomb,SHOTS,COMPLETE,$9.00,$0.83,9.21%
Tootsie Pop Shot,SHOTS,COMPLETE,$7.50,$0.48,6.4%
Breakfast Shot,SHOTS,COMPLETE,$7.50,$0.76,10.12%
Lunchbox,SHOTS,COMPLETE,$9.00,$0.39,4.34%
Cherry Bomb,SHOTS,COMPLETE,$9.00,$0.38,4.27%